url,name,desired_price,last_price
https://www.amazon.com/Hanes-Pullover-EcoSmart-Fleece-Hoodie/dp/B00JUM3G6E,Hoodie,8.0,8.73
https://www.amazon.com/dp/B0BHY9W238,Suit,85.0,84.99
